iter	MultiClass
750	0.01208241167
751	0.01206523934
752	0.01205105266
753	0.01203704102
754	0.01201496113
755	0.01199632441
756	0.01197535651
757	0.01195840753
758	0.01194146842
759	0.01192875772
760	0.01190940418
761	0.01189249615
762	0.01187991682
763	0.01186884991
764	0.01185763867
765	0.01184382815
766	0.01182326078
767	0.01179820014
768	0.01177003985
769	0.01175633499
770	0.01174097921
771	0.01172398042
772	0.01170721563
773	0.01169253028
774	0.01167259199
775	0.01165431991
776	0.0116401078
777	0.01162418216
778	0.01160866729
779	0.01159557563
780	0.01158734377
781	0.01157584133
782	0.0115614382
783	0.01154332387
784	0.01153185933
785	0.01152128809
786	0.01150325744
787	0.01148806316
788	0.01147314883
789	0.01146031641
790	0.01144190718
791	0.0114257833
792	0.01141260984
793	0.01139811653
794	0.01138236856
795	0.01136031911
796	0.01134780201
797	0.01132930366
798	0.0113143876
799	0.0113050038
800	0.01129160463
801	0.01128350535
802	0.01125245694
803	0.01123426804
804	0.01122490788
805	0.01121339277
806	0.01119793
807	0.01118121239
808	0.01116783382
809	0.01115283985
810	0.01113639297
811	0.011124848
812	0.01111081892
813	0.01109918545
814	0.01108738891
815	0.01107790359
816	0.01106068832
817	0.01104651624
818	0.01103569596
819	0.01102295422
820	0.01101186596
821	0.01099514784
822	0.01098668704
823	0.01097572204
824	0.01095980365
825	0.01094606252
826	0.01091916289
827	0.01090122938
828	0.01088809553
829	0.01088035225
830	0.01086714142
831	0.01084997638
832	0.01083423788
833	0.01081310287
834	0.01080255399
835	0.01079001563
836	0.01078243754
837	0.01076665427
838	0.01075297314
839	0.01073927677
840	0.01072759035
841	0.01071257145
842	0.01069950929
843	0.0106880701
844	0.01066349088
845	0.01065133198
846	0.01064035153
847	0.01061895663
848	0.01060550461
849	0.01058716897
850	0.01057340839
851	0.01056255199
852	0.01054964846
853	0.01053939656
854	0.01052675314
855	0.01051477422
856	0.01050048996
857	0.01049230424
858	0.01048313844
859	0.01047171011
860	0.01046168018
861	0.01044717922
862	0.0104316519
863	0.01042093234
864	0.01040977227
865	0.010399647
866	0.01038401481
867	0.01037018034
868	0.01035867432
869	0.0103430537
870	0.01033246672
871	0.01031904951
872	0.01030513176
873	0.01028700378
874	0.01027687983
875	0.01026745448
876	0.01025424311
877	0.01024500573
878	0.01022870665
879	0.010219213
880	0.01021150633
881	0.01020107313
882	0.01019032068
883	0.01018120823
884	0.01016923669
885	0.01015822972
886	0.0101474127
887	0.0101341569
888	0.01012509288
889	0.01011513929
890	0.01010223581
891	0.01008923521
892	0.01007995067
893	0.01006273238
894	0.01004322138
895	0.01003065024
896	0.01001786514
897	0.01000826628
898	0.009994337192
899	0.009985632112
900	0.009969707451
901	0.009955270948
902	0.009945133039
903	0.009935108169
904	0.009921205822
905	0.009906629616
906	0.009896679891
907	0.009879031465
908	0.009871706804
909	0.009862549743
910	0.00984974097
911	0.009839983745
912	0.009823639641
913	0.009811928525
914	0.009799347411
915	0.009785571631
916	0.009763307061
917	0.009752070661
918	0.009739288719
919	0.009729817277
920	0.009721604808
921	0.009714565306
922	0.009705847394
923	0.009697334541
924	0.009681534457
925	0.009667325471
926	0.009659982697
927	0.009644402732
928	0.009627098936
929	0.009616340989
930	0.009607350088
931	0.009596177155
932	0.009583361426
933	0.00957503418
934	0.00956659195
935	0.009555169733
936	0.009541624112
937	0.009530652507
938	0.009519640566
939	0.009512806637
940	0.009489557071
941	0.009480311471
942	0.009467727894
943	0.009460402672
944	0.00944743112
945	0.009438704432
946	0.009430157204
947	0.0094234264
948	0.009416485072
949	0.009407741893
950	0.00939786035
951	0.009383464203
952	0.009372066499
953	0.009361946541
954	0.009354406831
955	0.009344205581
956	0.009332467031
957	0.009312055587
958	0.009297938014
959	0.009284400051
960	0.009274505878
961	0.009261477663
962	0.009254181474
963	0.009241224117
964	0.009231780217
965	0.009221793626
966	0.009210735882
967	0.00919692656
968	0.009188750887
969	0.009178486247
970	0.009168762917
971	0.009158692069
972	0.009150255622
973	0.009137461987
974	0.009129051622
975	0.009120170022
976	0.009111327122
977	0.009101009593
978	0.009095238929
979	0.00908592003
980	0.009077872915
981	0.009067803745
982	0.009059583073
983	0.009050761851
984	0.009040212597
985	0.009032009274
986	0.009023063361
987	0.009012528623
988	0.009004935917
989	0.008998066514
990	0.008985790346
991	0.00897762336
992	0.008966998183
993	0.00895773032
994	0.008949030045
995	0.008940959333
996	0.008928291756
997	0.008921248483
998	0.008911762309
999	0.008901544532
